id;text;description;correct_answer;gearsurvey_id;gearsurveyquestiontype_id
191;La entidad cuenta con herramientas para evaluar la complejidad de los documentos utilizados para comunicarse con sus grupos de valor (formularios, guías, respuestas a derechos de petición, etc.), tales como:;Pregunta 183;0;1;3
192;Señale las herramientas implementadas por la entidad para mejorar el lenguaje con el que se comunica con sus grupos de valor:;Pregunta 184;0;1;3
193;¿Cuántos servidores públicos han tomado el Curso virtual de Lenguaje Claro del DNP u otros cursos de capacitación relacionados con esta temática:;Pregunta 185;0;1;3
194;Los servidores públicos que se beneficiaron de las herramientas implementadas por la entidad, para mejorar la comunicación con sus clientes internos y externos pertenecen a:;Pregunta 186;0;1;3
195;De los siguientes tipos de documentos, ¿cuántos han sido traducidos a lenguaje claro en la vigencia evaluada?;Pregunta 187;0;1;3
196;Del total de documentos traducidos a lenguaje claro:;Pregunta 188;0;1;3
197;En las actividades adelantadas para la traducción de documentos a lenguaje claro participaron:;Pregunta 189;0;1;3
198;¿Cuántos trámites incluyen documentos traducidos a lenguaje claro?;Pregunta 190;0;1;1
199;¿La entidad evalúa los resultados del uso de los documentos traducidos a lenguaje claro?;Pregunta 191;0;1;3
200;¿La entidad está vinculada a la Red Nacional de Lenguaje Claro?;Pregunta 192;0;1;3
201;Indique el valor de los recursos de inversión destinados a acciones, estrategias o proyectos que mejoren directa o indirectamente la atención al ciudadano;Pregunta 193;0;1;1
202;La entidad de acuerdo con su naturaleza jurídica está obligada a tener:;Pregunta 194;0;1;3
203;¿Cuántos trámites/otros procedimientos administrativos tiene la entidad?;Pregunta 195;0;1;3
204;Del total de trámites que tiene la entidad, ¿cuántos se encuentran inscritos en el Sistema Único de Información de trámites - SUIT?;Pregunta 196;0;1;1
205;Del total de otros procedimientos administrativos que tiene la entidad, ¿cuántos se encuentran inscritos en el Sistema Único de Información de trámites - SUIT?;Pregunta 197;0;1;1
206;Del total de trámites inscritos en el SUIT que tiene la entidad cuántos pueden realizarse:;Pregunta 198;0;1;3
207;Del total de otros procedimientos administrativos inscritos en el SUIT que tiene la entidad cuántos pueden realizarse:;Pregunta 199;0;1;3
208;Del total de trámites parcial y totalmente en línea, ¿cuántos contaron con caracterización de los usuarios?;Pregunta 200;0;1;3
209;Del total de otros procedimientos administrativos parcial y totalmente en línea, ¿cuántos contaron con caracterización de los usuarios?;Pregunta 201;0;1;3
210;Del total de trámites parcial y totalmente en línea, ¿cuántos cumplieron criterios de accesibilidad web?;Pregunta 202;0;1;3
211;Del total de otros procedimientos administrativos parcial y totalmente en línea, ¿cuántos cumplieron criterios de accesibilidad web?;Pregunta 203;0;1;3
212;Del total de trámites parcial y totalmente en línea, ¿cuántos cumplieron criterios de usabilidad?;Pregunta 204;0;1;3
213;Del total de otros procedimientos administrativos parcial y totalmente en línea, ¿cuántos cumplieron criterios de usabilidad?;Pregunta 205;0;1;3
214;Del total de trámites parcial y totalmente en línea, ¿cuántos fueron promocionados para incrementar su uso?;Pregunta 206;0;1;3
215;Del total de otros procedimientos administrativos parcial y totalmente en línea, ¿cuántos fueron promocionados para incrementar su uso?;Pregunta 207;0;1;3
216;Seleccione los factores que la entidad tuvo en cuenta para priorizar los trámites u otros procedimientos:;Pregunta 208;0;1;3
217;¿La entidad formuló estrategia de racionalización de trámites en la presente vigencia?;Pregunta 209;0;1;3
218;Señale los grupos de valor que la entidad incluyó en las actividades de participación implementadas:;Pregunta 210;0;1;3
219;Con respecto a los ejercicios, iniciativas o acciones de participación realizados por la entidad con sus grupos de valor para la consulta o toma de decisiones, durante la vigencia evaluada:;Pregunta 211;0;1;3
220;Indique las acciones que la entidad implementó para cualificar la participación ciudadana:;Pregunta 212;0;1;3
221;De las actividades formuladas en la estrategia de participación ciudadana, señale cuáles se realizaron por medios electrónicos:;Pregunta 213;0;1;3
222;Los resultados de la participación de los grupos de valor en la gestión institucional permitieron mejorar las siguientes actividades:;Pregunta 214;0;1;3
223;La entidad retroalimentó a la ciudadanía y demás grupos de valor sobre los resultados de su participación a través de los siguientes medios:;Pregunta 215;0;1;3
224;La entidad utiliza las bases de datos de ciudadanos, grupos de valor o grupos de interés para:;Pregunta 216;0;1;3
225;Indique:;Pregunta 217;0;1;3
226;La estrategia de rendición de cuentas de la entidad define fechas y acciones detalladas por grupo de valor para:;Pregunta 218;0;1;3
227;Como resultado de los ejercicios de rendición de cuentas realizados por la entidad:;Pregunta 219;0;1;3
228;El nivel de satisfacción de los grupos de valor frente al ejercicio de rendición de cuentas de la entidad fue:;Pregunta 220;0;1;3
229;Para divulgar la información en el proceso de rendición de cuentas la entidad utilizó los siguientes medios:;Pregunta 221;0;1;3
230;Seleccione los temas sobre los cuáles la entidad divulga información en el proceso de rendición de cuentas:;Pregunta 222;0;1;3
231;Seleccione las acciones de diálogo implementadas por la entidad para la rendición de cuentas:;Pregunta 223;0;1;3
232;Las acciones de diálogo presenciales implementadas por la entidad permitieron:;Pregunta 224;0;1;3
233;Seleccione los grupos de valor que participaron en las acciones de diálogo presenciales:;Pregunta 225;0;1;3
234;¿En la vigencia evaluada la entidad ejecutó actividades para cumplir las obligaciones establecidas en la implementación del acuerdo de paz?;Pregunta 226;0;1;3
235;Describa las actividades realizadas para rendir cuentas, precisando el subpunto del acuerdo de paz al cual contribuye:;Pregunta 227;0;1;1
236;Los indicadores utilizados por la entidad para hacer seguimiento y evaluación de su gestión:;Pregunta 228;0;1;3
237;El área o responsable de consolidar y analizar los resultados de los indicadores de la gestión institucional de la entidad:;Pregunta 229;0;1;3
238;A partir del análisis de los indicadores de la gestión institucional, el equipo directivo:;Pregunta 230;0;1;3
239;¿La entidad logró los resultados definidos en su planeación?;Pregunta 231;0;1;3
240;Para la gestión de la información, la entidad:;Pregunta 232;0;1;3
241;Existe un proceso documentado e implementado para el procesamiento y análisis de la información que incluya:;Pregunta 233;0;1;3
242;Para la gestión de la comunicación externa e interna, la entidad:;Pregunta 234;0;1;3
243;¿En las evaluaciones del clima organizacional se mide la percepción de los servidores de la entidad frente a la comunicación interna?;Pregunta 235;0;1;3
244;¿La entidad cuenta con un procedimiento para traducir la información pública que solicita un grupo étnico a su respectiva lengua?;Pregunta 236;0;1;3
245;Las respuestas que la entidad da a las solicitudes de información hechas por los ciudadanos:;Pregunta 237;0;1;3
246;La información que publica la entidad:;Pregunta 238;0;1;3
247;Para garantizar el acceso a la información de personas con discapacidad, la entidad:;Pregunta 239;0;1;3
248;La publicación de la información permite que la entidad:;Pregunta 240;0;1;3
249;Durante la vigencia evaluada, cuántas solicitudes de información:;Pregunta 241;0;1;3
250;Frente al proceso de planeación de la función archivística, la entidad:;Pregunta 242;0;1;3
251;¿La entidad establece las competencias, requisitos y condiciones necesarios para el cumplimiento de las funciones y responsabilidades inherentes a los procesos de gestión documental y administración de archivos?;Pregunta 243;0;1;3
252;¿La gestión documental se encuentra alineada con las políticas, lineamientos y atributos de calidad de las dimensiones que componen MIPG?;Pregunta 244;0;1;3
253;¿La entidad incluye en su presupuesto anual los rubros necesarios para el funcionamiento del archivo y la ejecución de las actividades de gestión documental?;Pregunta 245;0;1;3
254;¿La entidad tiene asignados los espacios físicos y las instalaciones necesarias para el funcionamiento de sus archivos, teniendo en cuenta las especificaciones técnicas existentes? ;Pregunta 246;0;1;3
255;Reporte el valor en pesos de los recursos asignados para la gestión documental dentro de la vigencia objeto de medición:;Pregunta 247;0;1;1
256;Con respecto a la Tabla de Retención Documental - TRD, la entidad:;Pregunta 248;0;1;3
257;La Tabla de Retención Documental -TRD:;Pregunta 249;0;1;3
258;Con respecto a la producción, recepción, radicación y producción de documentos la entidad:;Pregunta 250;0;1;3
259;¿La entidad tiene Fondos Documentales Acumulados - FDA?:;Pregunta 251;0;1;3
260;¿Qué acciones ha realizado la entidad para organizar el Fondo Documental Acumulado -FDA?;Pregunta 252;0;1;3
261;Frente al Cuadro de Clasificación Documental -CCD, la entidad:;Pregunta 253;0;1;3
262;La entidad tiene inventariada la documentación de sus archivos de gestión en el Formato Único de Inventario Documental - FUID:;Pregunta 254;0;1;3
263;La entidad tiene inventariada la documentación de su archivo central en el Formato Único de Inventario Documental - FUID:;Pregunta 255;0;1;3
264;¿La entidad realizó transferencias de documentos de los archivos de gestión al archivo central?;Pregunta 256;0;1;3
265;¿Qué criterio aplicó la entidad para la transferencia de los archivos de gestión al archivo central?:;Pregunta 257;0;1;3
266;Con respecto al documento Sistema Integrado de Conservación - SIC, la entidad:;Pregunta 258;0;1;3
267;Frente a la conservación documental de los soportes físicos, la entidad:;Pregunta 259;0;1;3
268;Frente a la preservación digital a largo plazo de documentos digitales y/o electrónicos de archivo, la entidad:;Pregunta 260;0;1;3
269;¿En la entidad se han identificado archivos de derechos humanos, memoria histórica y conflicto armado, para su protección y conservación temporal de acuerdo con la Circular 01 de 2017 del Archivo General de la Nación?;Pregunta 261;0;1;3
270;Para la conformación de los expedientes documentales de la entidad:;Pregunta 262;0;1;3
271;¿La entidad tiene procedimientos para controlar el préstamo de documentos internos que dé cuenta de la devolución de estos?;Pregunta 263;0;1;3
272;¿Los documentos audiovisuales (video, audio, fotográficos) en cualquier soporte y medio (análogo, digital, electrónico) se encuentran incluidos en los instrumentos archivísticos de la entidad?;Pregunta 264;0;1;3
273;¿Qué acciones ha realizado la entidad para alinear la gestión documental con la política de gestión ambiental?;Pregunta 265;0;1;3
274;¿El archivo de la entidad pone a disposición de sus usuarios (internos y externos) la documentación que administra?;Pregunta 266;0;1;3
275;¿La entidad durante la vigencia evaluada realizó eliminación documental?;Pregunta 267;0;1;3
276;¿La entidad publicó en su sitio web los inventarios de las unidades documentales objeto de eliminación, por aplicación de TRD o TVD y Actas de eliminación de documentos?;Pregunta 268;0;1;3
277;¿La entidad produce documentos electrónicos de archivo?;Pregunta 269;0;1;3
278;¿La entidad ha realizado un diagnóstico de los documentos electrónicos de archivo que produce?;Pregunta 270;0;1;3
279;Señale el estado del programa de documento electrónico de archivo en la entidad:;Pregunta 271;0;1;3
280;¿La entidad crea expedientes electrónicos con sus respectivos componentes tecnológicos?;Pregunta 272;0;1;3
281;¿Las Tablas de Retención Documental -TRD- permiten la identificación de los expedientes electrónicos de archivo?;Pregunta 273;0;1;3
282;Con relación al Sistema de Gestión de Documentos Electrónicos de Archivo -SGDEA, la entidad:;Pregunta 274;0;1;3
283;La entidad utiliza la digitalización de documentos que están en soporte papel para:;Pregunta 275;0;1;3
284;Con respecto al proceso de preservación digital a largo plazo, la entidad:;Pregunta 276;0;1;3
285;La entidad para identificar las necesidades de conocimiento:;Pregunta 277;0;1;3
286;La incorporación de la innovación en los procesos de la entidad contribuye a:;Pregunta 278;0;1;3
287;La entidad tiene definidos los proyectos y metas de innovación en los cuales va a trabajar a:;Pregunta 279;0;1;3
288;Con respecto a los proyectos de investigación, la entidad: Tiene definidos los proyectos y metas de investigación en los cuales va a trabajar en el corto, mediano o largo plazo ;Pregunta 280.1;0;1;3
289;Con respecto a los proyectos de investigación, la entidad: Cuenta con un grupo, unidad, equipo o personal encargado de gestionar proyectos de investigación.;Pregunta 280.2;0;1;3
290;Con respecto a los proyectos de investigación, la entidad: La unidad, grupo o equipo ya ha sido formalizada;Pregunta 280.3;0;1;3
291;Con respecto a los proyectos de investigación, la entidad: Tiene líneas de investigación establecidas;Pregunta 280.4;0;1;3
292;Con respecto a los proyectos de investigación, la entidad: Cuenta con grupos de investigación reconocidos por Colciencias;Pregunta 280.5;0;1;3
293;Con respecto a los proyectos de investigación, la entidad: Cuenta con grupos de investigación clasificados por Colciencias;Pregunta 280.6;0;1;3
294;Con respecto a los proyectos de investigación, la entidad: Trabaja con semilleros, grupos o equipos de investigación externos;Pregunta 280.7;0;1;3
295;Con respecto a los proyectos de investigación, la entidad: Ha publicado artículos en alguna revista académica o medio de comunicación;Pregunta 280.8;0;1;3
296;Con respecto a los proyectos de investigación, la entidad: Ha participado en eventos de investigación;Pregunta 280.9;0;1;3
297;¿Qué acciones desarrolla la entidad para conservar el conocimiento de los servidores públicos?;Pregunta 281;0;1;3
298;Al efectuar procesos de experimentación, la entidad:;Pregunta 282;0;1;3
299;¿La entidad cuenta con un grupo, unidad, equipo o personal encargado de promover la gestión del conocimiento y la innovación en el sector público?;Pregunta 283;0;1;3
300;¿Qué actividades de innovación se aplican en la entidad?;Pregunta 284;0;1;3
301;Señale los métodos de innovación utilizados por la entidad:;Pregunta 285;0;1;3
302;Señale las iniciativas en las cuales ha participado o concursado la entidad:;Pregunta 286;0;1;3
303;Con respecto a la innovación, la entidad:;Pregunta 287;0;1;3
304;En la entidad el uso de técnicas, métodos o metodologías de gestión del conocimiento e innovación:;Pregunta 288;0;1;3
305;¿Cuáles son las fortalezas para innovar dentro de la entidad?;Pregunta 289;0;1;3
306;Las acciones implementadas por la entidad para interoperar o compartir información, aplicativos o bases de datos le han permitido:;Pregunta 290;0;1;3
307;En la entidad, la documentación de su memorias o informes:;Pregunta 291;0;1;3
308;Los procesos (o cultura) de medición y análisis en la entidad:;Pregunta 292;0;1;3
309;Con la organización, clasificación y validación de los datos e información, la entidad:;Pregunta 293;0;1;3
310;Con el desarrollo de actividades de investigación, desarrollo e innovación (I+D+I) la entidad:;Pregunta 294;0;1;3
311;Las acciones para desarrollar la cultura organizacional en la entidad:;Pregunta 295;0;1;3
312;Las distintas formas de comunicación de la entidad le permiten que su talento humano:;Pregunta 296;0;1;3
313;¿Qué hace la entidad para difundir los datos e información relevante a sus grupos de valor?;Pregunta 297;0;1;3
314;Con la organización o participación en espacios/eventos de innovación externos, la entidad:;Pregunta 298;0;1;3
315;Las acciones implementadas en la entidad para mejorar los procesos de enseñanza-aprendizaje:;Pregunta 299;0;1;3
316;La construcción de conocimiento con entidades externas (redes de conocimiento, comunidades de práctica o equipos transversales), ha permitido que la entidad:300.;Pregunta 300;0;1;3
317;La entidad evalúa las conductas asociadas o valores y principios del servicio público -código de integridad, a través de:;Pregunta 301;0;1;3
318;A través de cuál de las siguientes instancias, la entidad da tratamiento al incumplimiento de las normas de conducta y ética:;Pregunta 302;0;1;3
319;El comité institucional de coordinación de control interno ha promovido y/o liderado:;Pregunta 303;0;1;3
320;La alta dirección y el comité institucional de coordinación de control interno:;Pregunta 304;0;1;3
321;La alta dirección y comité institucional de coordinación de control interno han propiciado la consolidación de la gestión del riesgo a través de:;Pregunta 305;0;1;3
322;Frente al plan anual de auditoría aprobado por el comité institucional de coordinación de control interno, se desarrollan las siguientes acciones:;Pregunta 306;0;1;3
323;Para la mejora continua del sistema de control interno, la entidad:;Pregunta 307;0;1;3
324;Frente al ambiente de control de la entidad, los resultados de los seguimientos y evaluaciones hechos por el jefe de control interno, han permitido:;Pregunta 308;0;1;3
325;La oficina de planeación o quien haga sus veces ¿consolida y hace seguimiento a los mapas de riesgo establecidos por los gerentes públicos y los líderes de los procesos?;Pregunta 309;0;1;3
326;A partir de la política de administración del riesgo, los líderes de los procesos, programas o proyectos:;Pregunta 310;0;1;3
327;El monitoreo efectuado por la alta dirección y el comité institucional de coordinación de control interno a la gestión del riesgo ha generado:;Pregunta 311;0;1;3
328;Los líderes de procesos, programas o proyectos diseñan los controles a los riesgos teniendo en cuenta los siguientes requisitos:;Pregunta 312;0;1;3
329;Los responsables designados para el seguimiento y monitoreo de los riesgos de la entidad:;Pregunta 313;0;1;3
330;Los controles establecidos en los mapas de riesgos le han permitido a la entidad mitigar la materialización de riesgos:;Pregunta 314;0;1;3
331;La gestión del riesgo efectuada en la entidad ha permitido:;Pregunta 315;0;1;3
332;Los mapas de riesgos de la entidad:;Pregunta 316;0;1;3
333;La entidad cuenta con una estrategia de comunicación adecuada y efectiva que permite:;Pregunta 317;0;1;3
334;En la entidad, la alta dirección y comité institucional de coordinación de control interno (o en su defecto el representante legal) responden por:;Pregunta 318;0;1;3
335;Los líderes de proceso, proyectos o programas (o en su defecto el representante legal) en materia de información y comunicación clave para el sistema de control interno:;Pregunta 319;0;1;3
336;Los jefes de planeación, líderes de otros sistemas de gestión o comités de riesgos en materia de información y comunicación clave para el sistema de control interno:;Pregunta 320;0;1;3
337;El jefe de control interno, en materia de información y comunicación clave para el sistema de control interno;Pregunta 321;0;1;3
338;¿El jefe de control interno o quien haga sus veces lleva a cabo el seguimiento al plan anticorrupción y de atención al ciudadano?;Pregunta 322;0;1;3
339;El representante legal y el comité institucional de control interno realiza las siguientes actividades de monitoreo:;Pregunta 323;0;1;3
340;Los líderes de procesos, programas o proyectos, realizan las siguientes actividades de monitoreo:;Pregunta 324;0;1;3
341;Los jefes de planeación, líderes de otros sistemas de gestión o comités de riesgos realiza las siguientes actividades de monitoreo:;Pregunta 325;0;1;3
342;Los informes de los seguimientos y/o auditorías efectuadas por el jefe de control interno conducen a:;Pregunta 326;0;1;3
343;Los planes de mejoramiento de la entidad han sido eficaces para:;Pregunta 327;0;1;3
344;De las siguientes instancias de articulación del sistema de Control Interno, identifique cuales de ellas conoce y se encuentran operando:;Pregunta 328;0;1;3
345;Indique el número de servidores públicos pertenecientes a grupos étnicos con que cuenta la entidad al 31 de diciembre:;Pregunta 329;0;1;3
346;Relacione el número de servidores de la planta de personal con discapacidad, vinculadas a la planta de la entidad:;Pregunta 330;0;1;3
347;Indique el número de servidores de la planta temporal con discapacidad, vinculadas a la planta de la entidad:;Pregunta 331;0;1;3
348;Indique el número de trabajadores oficiales con discapacidad, vinculadas a la planta de la entidad:;Pregunta 332;0;1;3
349;Indique el número de personas con discapacidad, vinculadas a la planta de régimen privado de la entidad:;Pregunta 333;0;1;3
350;Indique el número de personas con discapacidad vinculadas a la entidad según el tipo de discapacidad:;Pregunta 334;0;1;3
351;Reporte con corte al 31 de diciembre:;Pregunta 335;0;1;3
352;Indique el número de servidores públicos nombrados en provisionalidad en cargos de carrera administrativa, que se encuentran en vacancia definitiva, con corte a 31 de diciembre:;Pregunta 336;0;1;3
353;Indique el número de servidores públicos nombrados en encargo en cargos de carrera administrativa, que se encuentran en vacancia definitiva, con corte a 31 de diciembre:;Pregunta 337;0;1;3
354;Reporte el número total de cargos de carrera administrativa sin proveer, de las vacantes definitivas, con corte al 31 de diciembre:;Pregunta 338;0;1;3
355;Indique cuántos recursos tiene su entidad para adelantar concursos de méritos con la Comisión Nacional del Servicio Civil;Pregunta 339;0;1;1
356;Indique a cuántos servidores públicos de su entidad se le han otorgado becas de:;Pregunta 340;0;1;3
357;Indique el número total de servidores beneficiados en formación y capacitación por nivel jerárquico;Pregunta 341;0;1;3
358;Indique el monto total de recursos invertidos en formación y capacitación para los servidores públicos;Pregunta 342;0;1;1
359;¿Cuenta con algún instrumento para medir el impacto de los procesos de formación y capacitación de sus servidores?;Pregunta 343;0;1;3
360;Indique el número total de servidores públicos y familiares beneficiados por programas de bienestar por nivel jerárquico;Pregunta 344;0;1;3
361;Indique el monto total de recursos invertidos en bienestar para los servidores públicos;Pregunta 345;0;1;1
362;La entidad ha desarrollado otros programas o estrategias para generar el bienestar y desarrollo del talento humano;Pregunta 346;0;1;3
363;Indique el número de servidores públicos de carrera administrativa y de libre nombramiento y remoción desvinculados como resultado de la evaluación de desempeño.;Pregunta 347;0;1;3
364;¿Cuántos servidores de carrera en periodo de prueba se han desvinculado por evaluación del desempeño?;Pregunta 348;0;1;3
365;¿En qué nivel de madurez de la Gestión Estratégico del Talento Humano se ubica su entidad?;Pregunta 349;0;1;3
366;Indique el nivel del área de talento humano en su entidad;Pregunta 350;0;1;3
367;¿Cuántos empleos de la planta de personal están asignados a las siguientes dependencias?;Pregunta 351;0;1;3
368;En los últimos 4 años, ¿cuántas modificaciones realizó al manual de funciones y competencias?;Pregunta 352;0;1;1
369;Las actualizaciones hechas al manual de funciones durante el 2018 fueron motivadas por:;Pregunta 353;0;1;3
370;En los últimos 4 años, ¿cuántos rediseños organizacionales (reestructuraciones administrativas) realizó la entidad?;Pregunta 354;0;1;1
371;El último rediseño organizacional obedeció a:;Pregunta 355;0;1;3
372;Del total de procesos de la entidad documentados e implementados en su modelo de gestión, ¿cuántos son de tipo estratégico, cuántos misionales, cuántos de apoyo, y cuántos de evaluación?;Pregunta 356;0;1;3
373;¿Cuántas dependencias existen formalmente en la estructura actual de la entidad de los siguientes tipos?;Pregunta 357;0;1;3
374;¿Cuántos grupos internos de trabajo existen formalmente asignados a las dependencias de los siguientes tipos?;Pregunta 358;0;1;3
375;De acuerdo con las funciones y competencias asignadas a la entidad versus la capacidad instalada ¿Cómo percibe esta relación?;Pregunta 359;0;1;3
376;Para dar inicio a la implementación del Modelo Integrado de Planeación y Gestión MIPG en la entidad es indispensable el cumplimiento de actividades preliminares. Seleccione las actividades que ha llevado a cabo la entidad:;Pregunta 360;0;1;3
377;¿La entidad desarrolla políticas, programas, proyectos o acciones específicas orientadas al cierre de brechas entre hombres y mujeres?;Pregunta 361;0;1;3
378;Indique las categorías que abordan las políticas, programas, proyectos o acciones que desarrolla la entidad para la garantía de Derechos de las mujeres:;Pregunta 362;0;1;3
379;¿La entidad cuenta con un equipo o grupo de trabajo que se encarga de manera específica de los temas de mujer y género?;Pregunta 363;0;1;3
380;Ubique al equipo o grupo según sus características en las siguientes categorías:;Pregunta 364;0;1;3
381;¿La entidad cuenta con una línea presupuestal específica para el desarrollo de planes, programas, proyectos o acciones para la garantía de Derechos de las mujeres?;Pregunta 365;0;1;3
382;Clasificación de la entidad:;Pregunta 366;0;1;3
